8,10
13,12
33,28
3,4
20,17
7,9
8,7
15,14
26,21
30,23
42,29
1,2
8,7
18,15
17,15
15,16
36,33
46,36
16,13
35,25
4,4
9,6
40,32
23,22
26,20
35,29
10,10
43,34
12,13
55,51
1,2
26,23
47,37
5,4
7,6
36,33
40,31
51,41
40,37
47,39
31,28
20,20
31,23
7,6
40,36
12,10
40,29
3,5
9,8
41,36
6,7
9,7
36,23
28,25
45,34
15,10
7,6
35,35
12,9
17,17
9,8
33,29
17,14
10,10
41,29
55,44
15,13
6,7
10,8
56,53
45,37
6,7
23,22
17,9
10,11
11,11
15,10
6,7
26,23
26,24
19,18
30,25
21,17
12,13
11,8
9,8
43,31
18,14
30,28
14,14
6,5
24,23
2,3
10,5
13,11
26,25
7,8
32,30
20,16
25,21
26,21
13,10
24,19
10,10
45,36
27,25
44,33
22,19
31,25
22,19
24,16
19,16
19,18
35,28
40,37
15,12
40,31
26,25
24,22
18,11
30,23
8,7
29,19
35,32
21,20
42,32
35,33
19,13
16,13
15,13
16,12
42,36
47,35
20,16
17,11
9,10
2,3
4,5
46,37
2,3
20,18
30,25
22,20
24,21
29,22
37,30
1,2
22,19
16,16
44,34
9,6
41,37
24,19
13,12
8,7
2,3
5,6
14,11
3,4
29,22
19,19
32,21
30,26
9,9
12,12
32,29
21,20
27,23
37,33
16,15
9,9
14,14
11,10
53,39
12,10
29,22
4,6
17,16
31,28
6,6
38,29
33,32
28,24
26,21
21,18
14,11
10,11
31,23
11,9
50,39
19,17
27,23
7,7
3,3
25,21
23,18
17,14
33,25
53,42
12,10
21,17
28,23
45,36
56,47
25,17
9,9
10,8
4,4
27,27
14,14
19,15
19,17
50,40
29,26
38,30
32,26
57,47
25,18
13,13
36,32
17,15
15,14
43,39
19,16
8,10
28,24
49,38
14,13
34,30
33,29
48,37
28,27
32,24
20,19
15,13
38,32
32,24
31,27
50,43
7,8
17,12
26,20
36,28
20,16
43,34
33,32
21,17
11,11
13,13
12,11
27,23
13,13
18,15
8,7
59,48
30,26
32,24
20,16
17,15
17,17
19,19
13,14
13,11
15,16
30,27
22,19
8,8
6,7
32,28
12,11
9,10
2,2
25,21
19,18
9,10
17,14
6,7
27,23
15,11
10,10
11,9
10,7
8,8
28,23
39,33
20,20
38,30
16,13
14,13
33,24
13,12
50,39
11,10
16,15
15,14
31,26
33,28
22,21
12,11
16,12
27,24
16,11
30,29
19,14
28,18
27,22
35,26
13,11
16,17
28,18
19,16
13,10
18,14
7,6
58,48
8,5
16,15
18,18
20,18
17,15
19,12
9,9
6,6
57,43
12,11
30,19
19,15
25,22
20,18
12,12
26,22
11,10
24,20
16,13
24,19
30,28
28,25
60,49
30,23
33,25
32,23
27,25
39,31
31,24
27,28
15,15
44,36
27,19
21,17
26,22
16,16
31,31
28,25
14,13
27,23
22,22
25,14
9,9
41,39
14,12
8,7
15,14
21,21
27,24
21,17
25,22
9,11
24,22
10,10
11,10
24,21
21,19
21,19
12,12
18,18
23,22
12,12
41,32
30,21
24,22
12,10
15,11
12,12
11,10
23,18
26,18
6,5
10,7
13,12
13,11
23,15
18,15
7,7
19,17
13,12
17,14
20,20
22,22
12,11
53,43
17,17
17,11
52,41
22,18
15,14
20,14
24,22
7,6
18,15
25,23
18,17
7,7
19,14
49,39
42,42
22,18
40,39
28,25
28,24
26,19
34,34
46,42
9,9
46,40
14,11
13,11
15,12
24,18
6,7
32,28
27,25
6,8
24,19
27,26
26,22
19,17
19,13
26,18
2,2
20,16
13,13
19,18
32,25
6,6
3,5
28,24
41,36
24,21
17,15
33,30
12,10
7,9
12,13
23,18
29,21
18,17
26,21
31,24
11,10
36,31
31,26
22,19
19,13
34,28
35,31
16,15
32,26
19,20
30,25
39,30
32,29
14,13
19,14
31,29
27,24
44,38
14,13
29,24
22,19
3,4
26,24
13,9
28,24
17,14
40,34
17,16
16,15
42,34
12,11
22,19
8,7
11,8
15,12
13,14
12,8
14,13
8,7
12,13
12,12
10,11
22,15
24,22
8,8
10,10
17,12
22,20
9,7
26,22
5,6
17,15
21,20
13,13
15,14
18,13
8,9
40,32
42,34
22,23
14,13
14,14
12,10
8,7
8,10
27,21
28,21
11,10
13,10
45,37
15,16
13,14
14,12
21,20
23,23
4,5
5,7
25,23
21,21
56,44
6,7
19,15
59,53
20,19
79,62
51,50
24,19
21,20
26,21
20,16
14,9
14,13
24,25
30,23
37,33
70,60
44,33
27,20
53,40
36,29
62,52
49,44
13,14
30,28
34,34
20,14
32,24
14,14
27,22
16,15
32,30
12,12
39,31
28,18
2,2
24,20
39,30
23,23
15,15
30,21
10,11
26,21
27,23
14,9
26,22
39,32
9,10
20,20
48,42
19,18
73,57
45,39
10,8
74,67
16,15
7,7
11,11
14,14
50,43
23,22
8,8
17,16
19,15
22,18
17,12
23,18
28,21
21,18
9,7
16,17
66,54
9,8
23,22
16,17
5,6
25,25
9,4
23,24
31,26
20,21
10,9
31,28
15,12
14,15
37,33
14,13
28,23
20,17
17,16
19,19
24,23
1,2
22,16
6,7
1,2
25,19
28,25
11,11
35,30
6,5
16,16
9,7
27,21
29,23
27,23
29,23
25,20
26,20
35,24
17,11
23,18
11,11
28,23
11,10
30,25
23,20
10,10
76,63
15,12
8,6
10,11
34,26
21,16
39,29
23,21
12,7
21,20
17,15
22,16
11,13
20,17
25,20
12,13
5,6
12,13
15,14
28,19
48,38
34,25
32,28
19,19
9,9
12,10
21,18
7,9
25,22
12,12
44,40
62,52
27,24
9,8
7,5
7,8
10,11
23,20
27,22
43,31
17,13
13,10
28,23
42,37
14,13
9,9
22,23
34,27
33,27
21,20
33,29
27,24
6,5
20,15
9,6
7,7
26,21
2,2
15,14
10,7
22,19
21,19
19,17
18,17
29,25
24,19
17,13
8,9
26,20
5,7
23,22
20,16
8,8
22,19
31,25
9,10
18,16
13,13
24,23
14,13
3,4
11,11
11,12
54,48
16,17
16,14
10,10
11,10
13,15
11,12
17,13
3,3
9,10
9,8
14,14
17,14
13,13
17,14
10,10
14,11
20,18
13,9
8,9
31,29
13,10
27,24
13,7
7,5
9,8
21,20
7,8
8,9
4,4
5,5
13,10
6,8
14,15
13,13
28,24
35,32
18,18
9,7
4,4
4,5
3,3
36,31
30,25
29,22
29,25
26,22
2,2
16,15
26,23
45,39
2,2
26,25
32,30
33,28
25,22
11,10
24,22
21,19
27,20
23,19
24,19
20,21
7,8
15,14
5,3
2,2
25,21
21,17
8,9
15,15
6,6
3,4
42,39
25,22
33,26
24,21
9,7
40,33
31,29
21,18
8,7
25,22
17,15
7,6
22,22
20,16
21,18
32,28
9,9
22,20
10,11
21,19
11,5
32,26
21,20
19,17
39,34
9,9
12,12
10,11
14,14
29,22
34,29
12,9
29,24
19,16
26,19
20,16
10,9
23,20
4,3
20,13
40,32
50,46
42,38
12,11
26,19
9,7
30,25
20,19
13,11
33,31
26,23
47,40
26,24
47,31
6,6
11,12
16,14
8,9
6,8
9,9
13,13
33,31
40,33
18,14
15,13
8,8
26,22
18,14
18,14
15,14
18,16
12,13
20,17
23,19
36,28
12,10
34,28
10,10
9,8
18,17
6,7
12,13
20,14
21,20
12,11
8,8
9,5
25,23
32,28
6,7
32,24
8,10
38,36
50,48
18,16
14,13
7,8
65,56
16,13
23,18
3,4
37,25
12,12
22,20
16,15
13,11
2,2
7,5
13,15
11,11
14,12
20,18
2,2
10,9
24,22
28,24
43,37
28,27
46,35
34,29
16,13
33,32
30,27
10,8
17,9
28,29
29,26
23,19
26,20
6,5
30,22
31,25
4,3
49,37
31,26
12,11
43,43
14,13
2,2
33,28
10,8
32,25
21,20
30,25
19,17
23,14
10,6
19,16
30,24
11,11
7,7
22,21
48,40
52,38
28,25
4,5
33,26
25,20
28,25
39,30
31,26
18,11
20,19
10,10
23,21
13,10
6,5
19,18
38,29
9,10
22,16
10,11
2,2
27,25
26,23
30,24
20,19
16,13
26,20
27,24
27,25
19,16
22,18
31,21
74,64
34,29
24,21
44,37
15,15
39,34
14,11
10,10
14,11
11,11
24,21
6,5
19,15
12,9
8,8
57,46
10,9
21,19
18,18
17,15
29,20
37,29
42,32
17,15
18,17
11,9
20,13
7,7
8,8
17,12
30,28
39,33
23,20
50,43
27,21
14,14
31,25
16,17
25,26
13,10
36,30
8,6
38,30
8,9
42,29
27,23
23,20
14,11
18,16
21,19
10,10
28,24
58,48
7,8
23,22
37,33
12,11
17,14
14,14
44,37
15,13
30,26
28,22
23,21
9,10
21,16
32,28
26,23
23,23
9,7
22,16
23,20
28,23
20,16
11,10
16,17
50,37
33,26
50,38
25,25
49,37
8,10
38,32
58,43
53,44
32,27
43,34
17,13
41,29
16,13
24,20
10,11
20,16
9,10
23,20
36,27
8,9
37,26
42,35
9,7
53,46
1,2
28,24
6,7
48,40
2,3
46,47
31,28
4,6
39,35
32,27
22,18
13,13
21,16
31,27
17,11
16,15
16,15
33,27
11,8
15,14
15,14
13,13
26,20
20,18
23,23
6,6
62,52
12,8
1,2
28,25
5,6
10,9
1,2
30,23
31,22
28,25
33,31
10,9
4,3
42,30
2,3
14,13
39,33
2,2
10,9
29,22
10,9
27,21
29,24
9,9
29,24
9,10
23,13
2,2
26,21
22,18
29,26
97,72
44,36
41,30
37,35
31,27
9,11
21,20
14,13
4,5
34,28
11,12
28,24
35,31
17,17
26,20
25,20
27,24
18,12
22,18
18,13
19,16
44,38
26,21
8,8
17,18
17,12
24,18
40,31
14,11
10,10
20,17
22,16
27,21
21,14
16,15
19,19
14,12
8,7
22,20
20,16
21,20
18,12
10,8
11,10
33,30
20,14
12,10
45,33
30,25
21,19
32,33
40,29
36,28
39,36
26,23
26,24
38,27
24,24
14,13
20,14
40,30
15,10
17,17
45,38
50,40
28,28
39,34
25,22
35,31
13,12
49,42
24,20
33,23
39,33
24,18
16,16
6,7
19,18
19,18
19,15
17,16
22,21
27,22
18,17
6,6
10,9
16,11
19,18
13,11
11,11
7,7
15,14
50,39
15,15
11,9
23,23
18,14
37,26
4,6
24,23
26,27
33,25
35,29
18,16
18,14
32,29
35,33
9,9
15,14
32,27
9,9
17,16
33,29
11,8
45,34
25,22
38,31
22,21
4,5
45,36
7,5
7,9
5,6
13,13
41,33
34,26
6,6
11,10
36,28
6,7
57,46
6,7
30,25
62,52
3,3
38,30
60,49
10,9
29,24
13,11
58,52
14,11
2,2
17,13
11,11
13,11
20,15
19,18
42,36
28,24
19,16
29,23
26,24
32,23
17,14
17,16
34,32
24,23
10,11
22,17
12,13
10,11
9,7
28,26
31,24
10,8
35,30
8,9
16,16
17,13
17,13
38,33
53,44
26,23
10,10
19,18
31,28
62,54
6,7
24,21
31,25
62,53
30,23
6,5
11,12
6,7
46,35
66,58
26,21
28,26
27,26
36,28
33,26
18,17
25,21
18,14
27,19
15,14
27,26
22,21
28,23
41,32
29,23
22,22
13,12
19,16
23,18
42,34
15,14
30,22
18,19
28,25
17,16
25,22
17,14
38,32
10,11
11,11
11,11
37,29
13,10
24,20
36,31
26,18
37,32
8,9
31,30
18,18
25,25
21,18
30,27
9,9
20,16
12,12
34,33
24,21
29,24
9,8
13,10
7,7
19,15
8,8
23,17
10,11
19,15
6,4
42,30
17,17
13,12
22,21
24,20
30,23
18,18
15,13
22,17
4,5
30,23
15,14
4,5
20,14
8,9
23,18
40,37
13,11
5,5
5,7
14,11
15,14
39,35
37,32
25,21
15,15
25,18
17,15
79,66
27,26
1,2
19,17
27,25
19,19
42,41
8,9
36,34
28,27
13,12
26,20
18,16
23,22
19,16
31,22
13,12
35,30
33,26
34,28
9,8
39,32
39,33
19,17
17,14
14,12
12,12
16,15
11,8
11,11
12,12
42,35
13,15
19,18
19,20
19,16
62,51
62,50
32,29
45,40
35,31
23,21
38,34
38,37
13,14
19,15
47,38
72,56
39,35
37,31
34,30
11,9
7,3
12,13
7,8
15,14
61,52
5,7
15,13
4,5
29,24
31,24
5,6
31,27
6,7
13,10
3,4
15,14
2,2
45,39
26,20
32,27
20,16
26,25
29,22
22,19
33,29
29,29
38,34
34,27
17,12
20,16
29,24
34,29
15,13
10,9
11,11
34,22
28,23
14,15
10,9
19,14
10,11
15,14
35,23
10,9
34,29
9,8
6,6
34,27
8,6
26,23
8,9
25,22
7,7
24,21
19,17
32,28
16,17
1,2
7,8
18,19
28,21
18,18
9,8
11,10
6,6
30,23
25,20
5,6
5,5
20,19
8,9
41,34
4,5
22,20
20,15
45,35
7,8
17,15
3,2
33,27
20,19
15,14
17,13
3,5
17,15
30,26
19,17
17,14
20,16
3,3
11,9
19,18
14,14
24,22
33,29
6,5
13,12
18,16
18,15
23,18
23,21
17,17
7,9
30,27
22,20
19,17
31,26
4,3
20,18
31,28
32,26
64,49
19,11
58,55
26,25
23,22
19,17
16,14
28,25
21,19
33,27
44,36
34,27
37,29
42,39
35,27
30,25
15,15
14,10
22,20
12,11
10,8
16,16
4,5
9,8
15,12
11,11
24,22
27,24
21,14
46,38
10,9
28,23
12,11
53,42
52,44
9,9
52,38
5,5
38,31
62,57
34,29
12,11
64,51
14,13
27,21
36,25
11,10
36,35
11,12
27,21
11,9
13,12
23,19
27,22
30,25
5,7
19,17
15,13
6,6
12,12
26,22
5,7
11,11
7,7
4,6
31,26
33,28
10,9
28,24
34,25
14,15
13,15
9,7
14,14
6,7
5,5
37,29
38,34
47,37
2,2
16,16
31,28
56,46
30,25
29,25
35,32
29,24
58,52
53,49
4,5
36,32
29,27
22,18
18,15
3,2
15,9
83,67
9,9
8,8
6,5
71,59
53,41
7,8
16,15
17,14
11,8
3,4
55,46
12,10
8,7
19,16
25,22
19,20
61,51
37,30
6,3
5,5
18,17
16,16
25,20
8,8
5,6
14,15
5,6
21,19
11,10
1,2
22,20
46,37
4,4
16,17
29,25
15,11
3,2
49,41
26,21
18,17
15,16
16,13
33,28
16,17
9,8
17,16
7,6
22,23
5,4
22,19
29,24
13,10
2,2
18,17
31,22
8,9
22,21
16,15
22,17
17,15
3,5
42,34
40,32
30,27
18,16
36,32
16,15
16,12
24,20
7,9
57,43
24,21
24,18
17,14
32,29
8,8
19,16
26,23
35,30
43,34
17,17
37,31
17,15
18,16
24,22
18,14
7,6
7,8
25,19
23,19
19,15
21,18
10,9
15,12
172,169
42,33
10,10
15,8
43,33
55,43
7,7
35,27
50,37
12,10
6,5
28,26
8,8
29,23
31,25
11,10
10,12
30,24
12,11
7,6
15,11
49,36
46,38
59,53
23,21
28,23
7,7
20,15
9,8
22,20
7,9
11,9
52,41
6,7
17,16
13,11
58,43
15,14
57,46
52,38
33,29
27,20
2,3
3,4
30,25
4,3
25,21
23,19
18,14
51,37
18,16
17,16
15,13
18,15
34,28
17,16
17,14
11,7
25,19
21,21
15,15
12,9
13,14
22,20
11,10
23,17
63,53
24,19
30,25
11,11
30,25
25,22
21,16
13,12
13,12
7,7
18,17
41,32
23,19
48,39
29,21
31,27
21,13
24,16
29,24
18,17
23,21
26,20
4,5
14,12
36,31
8,7
4,4
22,17
12,12
21,17
20,16
13,14
22,21
29,25
18,15
23,20
43,34
6,5
33,27
9,8
34,32
33,25
44,33
21,22
29,27
34,28
38,27
52,39
10,11
9,10
22,21
19,15
46,41
9,10
49,48
6,8
18,17
15,14
29,26
22,19
8,7
27,22
21,19
5,6
15,10
21,18
15,15
1,2
19,14
15,11
12,9
15,15
9,9
7,8
24,21
9,8
4,6
11,9
8,8
34,28
33,29
3,3
4,5
11,12
38,32
13,14
9,10
14,10
17,18
22,19
21,19
52,41
5,6
53,40
50,42
30,28
12,11
17,16
64,58
68,56
14,13
12,12
49,37
21,20
16,13
24,24
36,31
11,8
21,20
4,6
9,8
4,4
17,15
23,16
3,5
10,8
49,40
10,7
40,31
23,18
17,17
7,8
37,27
32,30
51,41
9,9
74,62
34,30
21,18
47,39
2,2
18,18
18,15
22,17
29,27
16,16
36,32
34,25
29,27
17,16
27,23
19,15
28,24
36,26
22,19
30,20
1,2
3,4
19,19
20,18
19,18
19,17
6,6
12,11
24,22
24,19
17,17
3,5
28,24
28,25
29,23
6,7
12,11
24,23
17,15
19,15
17,15
18,14
17,17
28,23
23,19
41,36
15,11
46,36
16,17
11,10
37,30
16,12
38,35
25,19
19,17
13,13
7,5
14,8
18,15
9,7
34,27
24,16
20,20
21,19
27,27
49,42
36,27
21,20
6,7
51,41
30,26
23,20
25,23
7,8
18,15
1,2
23,19
18,19
46,35
14,11
1,2
16,15
8,3
21,18
31,27
33,31
25,16
24,21
37,31
28,25
21,16
8,8
30,25
40,35
37,30
28,26
25,18
27,22
33,27
7,8
42,35
6,3
9,10
33,26
27,26
41,31
7,6
17,13
42,31
6,7
26,24
21,19
3,5
27,25
37,31
12,11
38,31
39,29
23,18
41,35
57,42
19,18
22,17
12,11
22,22
39,30
25,19
11,12
23,17
35,32
23,17
33,24
4,5
28,23
35,29
38,34
5,5
4,3
5,5
35,30
41,31
37,32
43,36
48,40
19,17
43,33
8,8
42,39
20,18
9,10
22,18
7,8
17,15
28,24
15,14
48,40
18,17
16,15
35,31
28,25
10,11
33,29
9,9
42,36
16,14
1,2
38,28
22,20
52,39
8,8
31,23
13,8
19,17
1,2
13,12
29,24
27,21
7,7
16,12
36,28
10,8
5,4
10,9
31,23
36,29
22,13
7,6
17,17
11,9
7,7
21,18
24,16
31,27
12,12
8,7
10,9
21,21
15,12
27,22
25,24
2,2
37,33
16,12
16,16
51,41
18,17
5,6
14,13
13,11
19,14
51,41
32,22
13,14
19,19
65,46
33,28
18,15
30,25
35,33
16,14
15,15
13,14
29,23
15,15
12,8
7,8
36,31
14,9
38,30
31,23
9,10
23,21
21,18
17,15
2,2
45,37
16,16
22,22
15,12
11,12
24,22
14,13
7,9
28,24
33,24
32,21
17,12
20,15
43,32
17,18
25,19
54,46
23,18
21,18
13,13
21,19
21,19
41,34
28,29
9,9
58,52
15,14
22,20
22,17
23,20
15,14
9,9
35,29
25,24
8,6
3,4
19,16
34,29
18,15
9,8
29,22
29,26
29,23
28,24
7,7
10,8
16,13
14,11
17,16
23,19
16,17
20,19
25,24
10,6
42,36
16,15
16,12
39,32
20,15
15,13
48,37
23,23
28,20
19,14
2,2
12,12
10,9
49,47
39,31
33,26
47,46
14,13
12,9
47,35
17,17
25,22
38,31
33,27
11,13
23,23
8,8
22,20
1,2
60,51
6,7
39,39
9,5
35,26
40,34
40,35
20,17
29,23
68,57
29,25
17,15
49,35
61,46
7,7
16,17
5,5
11,10
22,17
25,23
41,36
37,31
11,9
29,23
24,19
28,24
29,24
9,8
9,7
25,18
9,10
54,45
12,11
36,28
32,29
3,3
4,3
10,10
3,5
32,27
21,18
56,51
15,12
37,28
40,36
1,2
27,25
14,10
36,28
26,22
10,11
37,28
19,17
31,28
5,7
2,2
4,5
20,17
11,9
3,2
15,14
14,14
11,11
19,17
45,31
28,23
16,15
52,50
35,23
10,11
10,10
31,25
12,10
24,18
19,16
6,6
12,10
28,23
11,11
20,17
10,8
15,12
24,20
59,53
27,27
73,57
20,17
1,2
13,12
9,9
25,21
29,27
15,11
16,12
11,12
54,45
20,13
21,19
21,18
22,19
25,19
12,9
40,39
18,19
70,55
1,2
22,20
36,31
1,2
15,13
22,18
10,12
26,22
21,19
7,7
58,49
45,36
38,28
25,25
10,10
33,28
23,21
39,33
46,33
33,28
22,18
1,2
11,9
50,42
23,19
10,10
25,21
33,28
46,40
54,47
17,16
34,31
39,37
12,10
27,22
16,13
28,24
32,32
44,35
26,24
12,8
65,49
16,14
58,40
52,40
58,50
15,11
41,30
26,23
48,40
28,18
30,27
27,23
28,23
17,16
46,36
2,2
49,43
17,16
17,12
24,18
53,40
42,32
22,18
41,33
39,37
80,66
39,31
32,27
4,5
13,7
27,22
30,26
24,19
4,6
59,49
14,13
50,40
11,11
19,17
43,34
25,19
25,22
29,25
39,34
22,16
11,10
31,29
9,9
4,2
36,28
34,29
14,13
2,3
15,13
13,14
39,34
23,19
18,16
23,18
25,20
11,11
26,26
4,4
63,53
18,15
31,27
10,9
12,10
34,27
21,14
36,32
16,15
2,3
33,22
11,10
29,25
60,51
17,16
7,8
33,23
18,14
18,19
21,21
24,19
25,18
23,20
8,8
57,46
8,8
54,53
14,11
30,24
18,16
85,65
5,6
98,89
17,16
19,15
4,5
10,7
5,4
17,18
36,32
23,17
9,9
49,37
12,7
25,20
31,24
20,14
8,9
67,51
7,6
29,23
12,11
12,13
6,3
22,21
4,2
32,23
31,27
27,25
7,8
19,14
11,10
20,18
29,29
14,14
32,27
22,18
10,9
24,21
10,11
10,10
25,22
3,5
26,21
14,11
32,30
19,18
21,16
18,17
8,9
12,8
28,24
12,12
43,29
6,6
24,19
29,24
40,30
7,6
26,24
25,22
28,21
15,13
53,45
26,21
35,30
26,23
15,8
24,19
3,2
3,5
12,12
20,16
43,35
27,25
26,22
65,52
13,12
32,22
8,10
38,31
41,30
4,3
21,19
34,34
40,32
19,17
55,44
17,16
12,12
26,19
15,13
3,2
32,28
22,18
19,16
35,30
25,23
17,16
30,24
13,13
13,14
20,16
28,25
21,16
21,17
55,50
24,22
4,3
32,30
21,18
8,8
30,26
15,15
29,26
18,14
25,22
13,11
11,9
19,16
34,28
6,6
40,29
30,25
22,21
33,29
19,17
7,9
34,25
13,11
16,12
18,15
33,20
21,18
19,19
31,27
13,10
27,23
40,36
22,16
32,27
9,9
3,4
28,22
28,23
11,11
20,17
12,11
17,16
7,7
26,23
5,6
9,8
18,14
33,27
22,19
28,22
30,26
25,23
10,11
3,3
17,17
28,23
31,26
18,17
39,33
9,10
17,15
25,23
10,9
38,31
43,31
13,9
4,4
20,17
38,34
27,24
11,12
28,21
19,17
10,10
5,5
8,9
7,7
8,9
7,8
51,43
16,16
5,5
25,21
19,17
32,26
9,8
21,17
10,8
12,12
17,17
8,7
12,13
14,10
23,21
26,22
22,23
48,40
3,2
5,3
11,11
23,18
11,8
26,24
16,15
13,12
8,8
9,10
45,31
37,33
56,42
16,15
28,21
14,15
62,51
53,42
28,25
23,22
9,8
35,28
39,30
32,27
16,14
9,8
30,23
21,19
12,8
25,22
26,19
26,23
1,2
30,25
39,35
6,7
28,24
12,11
36,31
6,6
36,28
24,21
7,7
50,40
58,44
26,20
7,7
19,16
21,19
14,12
28,25
8,9
10,9
25,20
23,15
23,21
42,34
33,27
20,17
21,20
3,4
2,3
16,13
29,22
12,12
13,10
14,12
20,15
20,21
31,27
29,24
23,22
37,33
32,28
26,21
32,27
21,18
4,6
8,8
14,12
1,2
8,8
1,2
30,26
7,2
67,56
21,20
7,8
20,16
31,28
24,21
12,12
29,21
25,23
25,23
35,33
36,34
17,17
39,31
4,5
14,14
3,4
8,9
10,10
15,14
7,9
16,15
11,11
22,21
13,12
38,32
